docid,author,datetype,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title,volgenre
inu.30000026317622,"Lewin, Michael Z.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000026317622.basic.json.bz2,Fiction,London;Macmillan London;1991.,1991,,24710337,enk,007593835,fic,1991,Crime & mystery,Called by a panther,fic
mdp.39015020681048,"Amis, Martin.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015020681048.basic.json.bz2,Fiction,London|Cape|1973,1973,PZ4.A5174RaePR0051.M5,3207857,enk,657511,fic,1973,,The Rachel papers,fic
mdp.39015038062777,"Dobyns, Stephen,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015038062777.basic.json.bz2,Fiction,New York|Viking|1987.,1987,PS3554.O2B6 1987,15521510,nyu,910613,fic,1987,,A boat off the coast,fic
mdp.39015008825781,"Baroness, Orczy, Emmuska Orczy,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015008825781.basic.json.bz2,Fiction,"London|New York [etc.|Cassell and company, ltd.|1926",1926,,37758949,enk,322209,fic,1926,,Lady Molly of Scotland yard,fic
mdp.39015016440177,"Fisher, Vardis,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015016440177.basic.json.bz2,Fiction,"Garden City, N. Y.|Doubleday|1956.",1956,PZ3.F539Pe,1724330,nyu,432008,fic,1956,Hudson's Bay Company,Pemmican;,fic
mdp.39015059374721,,s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015059374721.basic.json.bz2,Fiction,London|Peter Davies limited|1934.,1934,,12063087,enk,200592,fic,1934,"Fairy tales|Short stories, English",The fairies return,fic
mdp.49015002972348,"Walker, Walter.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.49015002972348.basic.json.bz2,Fiction,New York|Pocket Books|c1993.,1993,PS3573.A425417A85 1993,26397405,nyu,5027752,fic,1993,Fiction,The appearance of impropriety,fic
inu.32000009191596,"Balchin, Nigel,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.32000009191596.basic.json.bz2,Fiction,Boston|Houghton Mifflin company|1945.,1945,,485000,mau,6058920,fic,1945,,The small back room,fic
mdp.39015013950624,"Christie, Agatha,",c,1958,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015013950624.basic.json.bz2,Fiction,"New York|Dodd, Mead|1977, c1958.",1977,PZ3.C4637Mm 1977PR6005.H66,3552753,nyu,89989,fic,1977,,The murder at the vicarage,fic
mdp.39015018868862,"Frame, Janet.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015018868862.basic.json.bz2,Fiction,London|Pandora|1990.,1990,,20596977,enk,2237924,fic,1990,,Daughter buffalo,fic
mdp.39015018936222,"Lu, Xun,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015018936222.basic.json.bz2,Fiction,Honolulu|University of Hawaii Press|c1990.,1990,PL2754.S5A25 1990,21523037,hiu,2225120,fic,1990,"Lu, Xun|Translations, English|1881-1936",Diary of a madman and other stories,fic
mdp.39076000973920,"(Pamela Lyndon), Travers, P. L.",c,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076000973920.basic.json.bz2,Fiction|Juvenile audience,San Diego|Harcourt Brace Jovanovich|1963?,1963,,15143507,cau,9920946,fic,1963,Juvenile fiction|Fantasy fiction,Mary Poppins comes back,fic
uc1.$b151102,"Leroux, Etienne.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b151102.basic.json.bz2,Fiction,Boston|Houghton Mifflin Co.|1969.,1969,PZ4.L62ThPT6592.22.E7,6004,mau,1199282,fic,1969,,The third eye,fic
uc1.$b299105,"Prichard, Katharine Susannah,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b299105.basic.json.bz2,Fiction,"New York, W. W. Norton|c1930",1930,PZ3.P933Co2,4102383,nyu,6532789,fic,1930,,Coonardoo,fic
uc1.$b80867,"Martin Du Gard, Roger,",s,    ,v. 1,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b80867.basic.json.bz2,Fiction,New York|Boni & Liveright|1926-,1926,PZ3.M3665Th,1262008,nyu,6589518,fic,1926,,The Thibaults;,fic
uc1.b4098294,"(Phyllis Reid), Fenner, Phyllis R.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4098294.basic.json.bz2,Fiction|Juvenile audience,New York|William Morrow|1963.,1963,PZ5.F35Dar,296868,nyu,6153251,fic,1963,Children's stories,The dark and bloody ground,fic
mdp.39015004077924,"Lermontov, Mikhail I��Ur�_evich,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015004077924.basic.json.bz2,Novel,Moscow|Foreign Languages Pub. House|1957?,1957,PG3337.L4G413 1957,5069102,ru ,4680863,fic,1957,,A hero of our time,fic
mdp.39015028969007,"Jocano, F. Landa.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015028969007.basic.json.bz2,Fiction|Juvenile audience,Quezon City|Alemar-Phoenix|1971.,1971,PZ8.1.J58My,849754,ph ,1277007,fic,1971,Philippines|Tales,Myths and legends of the early Filipinos,fic
mdp.39015031225439,"Bemelmans, Ludwig,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015031225439.basic.json.bz2,Fiction,New York|Viking Press|1944.,1944,,814188,nyu,471729,fic,1944,,Now I lay me down to sleep,fic
mdp.39015046834209,"Duffy, Bruce.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015046834209.basic.json.bz2,Fiction,New York|Ticknor & Fields|c1987.,1987,PS3554.U31917W6 1987,15366070,nyu,927926,fic,1987,"Wittgenstein, Ludwig|1889-1951|Fiction",The world as I found it,fic
mdp.39015056990602,"Freeman, R. Austin (Richard Austin),",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015056990602.basic.json.bz2,Fiction,"New York|Dodd, Mead & co.|1929.",1929,PZ3.F8806Si 3,1691045,nyu,394632,fic,1929,,A silent witness,fic
mdp.49015000736018,"Reiter, B. P.,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.49015000736018.basic.json.bz2,Fiction,Philadelphia|Lippincott|c1977.,1977,PZ4.R379SatPS3568.E525,2644434,pau,4455887,fic,1977,,The Saturday night knife & gun club,fic
mdp.49015001445007,"Wharton, Edith,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.49015001445007.basic.json.bz2,Fiction|Love stories,"New York, N.Y., U.S.A.|Viking|1993.",1993,PS3545.H16B83 1993,28149018,nyu,4530002,fic,1993,New York (N.Y.)|Americans|Man-woman relationships|England|Fiction|Young women,The buccaneers,fic
uc1.$b242665,"Markham, Virgil,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b242665.basic.json.bz2,Fiction,New York|A. A. Knopf|1932.,1932,PZ3.M3406Dev,9819964,nyu,245392,fic,1932,,The devil drives,fic
uc1.$b302083,"Muir, Edwin,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b302083.basic.json.bz2,Fiction,New York|Doubleday|1931.,1931,,6548812,xx ,6534719,fic,1931,,The three brothers,fic
uc1.b3295221,"(James Howell), Street, James H.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b3295221.basic.json.bz2,Fiction,New York|The Dial press|1941.,1941,PZ3.S91557In,1499554,nyu,6129055,fic,1941,,In my father's house,fic
uc1.b4437609,"Grimwood, Ken.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4437609.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday|1976.",1976,,2020083,nyu,9517341,fic,1976,,Breakthrough,fic
mdp.39015000255532,"Mann, Thomas,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015000255532.basic.json.bz2,Fiction,New York|Alfred A. Knopf|1949.,1949,,32670396,nyu,3907201,fic,1949,,The magic mountain <Der zauberberg>,fic
mdp.39015002758004,"Santayana, George,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015002758004.basic.json.bz2,Fiction,New York|C. Scribner's sons|1936.,1936,PZ3.S2284Las2,275564,nyu,1027802,fic,1936,,The last Puritan,fic
mdp.39015010309840,"Konigsburg, E. L.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015010309840.basic.json.bz2,Fiction|Juvenile audience,New York|Atheneum|1971.,1971,PZ7.K8352Al 1971,143664,nyu,1031462,fic,1971,"Children's stories, American","Altogether, one at a time",fic
mdp.39015014139979,"Jackman, Stuart Brooke,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015014139979.basic.json.bz2,Fiction,Grand Rapids|W. B. Eerdmans Pub. Co.|c1966,1966,PZ3.J1313Dav2,1093006,miu,480839,fic,1966,,The Davidson affair,fic
mdp.39015032385885,"Sillitoe, Alan.",c,1970,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015032385885.basic.json.bz2,Fiction,"London|W. H. Allen|1979, c1970.",1979,,9505067,enk,263955,fic,1979,,A start in life,fic
mdp.39015040363015,"Bront��, Anne,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015040363015.basic.json.bz2,Fiction|Domestic fiction|ContainsBiogMaterial,New York|Modern Library|1997.,1997,PR4162.T4 1997,36681754,nyu,3967198,fic,1997,England|Fiction|19th century|Married women|Alcoholism|Social life and customs | Fiction|Landlord and tenant,The tenant of Wildfell Hall,fic
mdp.49015003322352,"End��, Sh��saku,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.49015003322352.basic.json.bz2,Fiction,New York|Taplinger Pub. Co.|1979.,1979,PZ4.E563WhPL849.N4,4957114,nyu,574999,fic,1979,,When I whistle,fic
osu.32435059734319,"Kane, Frank,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/osu.32435059734319.basic.json.bz2,Detective and mystery stories|Fiction,New York|Ives Washburn|c1955.,1955,,6578857,nyu,100825228,fic,1955,"Liddell, Johnny (Fictitious character)|Fiction",Red hot ice,fic
uc1.$b322902,"Aiken, Conrad,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b322902.basic.json.bz2,Fiction,"New York, Boni & Liveright|1925.",1925,PZ3.A2912Br,795654,nyu,114409,fic,1925,,Bring! bring! and other stories,fic
uc1.32106011028807,"Amis, Kingsley.",c,1992,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.32106011028807.basic.json.bz2,Fiction,"New York|Viking|1994, c1992.",1994,,30407200,nyu,7129992,fic,1994,Fiction|Man-woman relationships,The Russian girl,fic
uc1.b4439307,"Duncan, Erika.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4439307.basic.json.bz2,Fiction,New York|Schocken Books|1986.,1986,,11970937,nyu,9517608,fic,1986,,Those giants,fic
uc1.b4449481,"Albert, Gail,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4449481.basic.json.bz2,Fiction,New York|Putnam|c1982.,1982,PS3551.L257M3 1982,8386690,nyu,6241877,fic,1982,,Matters of chance,fic
wu.89055735054,,s,    ,2,/Volumes/TARDIS/work/hathifiles/secondcounts/wu.89055735054.basic.json.bz2,Fiction,"Colorado Springs, CO|Meriwether Publishing, Contemporary Drama Service|c1983.",1983,,10447559,cou,10025060,fic,1983,Indians of North America|Folklore,Indian stories II,fic
inu.32000009800881,"Shackelford, Jane Dabney.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.32000009800881.basic.json.bz2,Fiction,"Washington, D.C.|The Associated Publishers, Inc.|1944.",1944,E185.86.S5,1403988,dcu,6784888,fic,1944,African Americans|Pictorial works|Social life and customs|Children,My happy days,fic
mdp.39015003345876,"Fauset, Jessie Redmon",c,1931,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015003345876.basic.json.bz2,Fiction,"New York|Negro Universities Press|1969, c1931",1969,PZ3.F276Ch6PS3511.A864,29453,nyu,389418,fic,1969,,The chinaberry tree;,fic
mdp.39015030751641,"Jones, Mervyn.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015030751641.basic.json.bz2,Fiction,London;Quartet Books;1976.,1976,PZ4.J777ScPR6060.O56,2895904,enk,734823,fic,1976,,Scenes from bourgeois life,fic
mdp.39015054020717,"Daly, Elizabeth,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015054020717.basic.json.bz2,Fiction,"New York|Toronto|Farrar & Rinehart, inc.|1943",1943,PZ3.D17744Ev,1741314,nyu,396301,fic,1943,,Evidence of things seen,fic
mdp.39015054075612,"Clarke, Arthur C. (Arthur Charles),",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015054075612.basic.json.bz2,Fiction,New York|Harcourt Brace Jovanovich|c1979.,1979,PZ3.C551205Fo 1979PR6005.L36,4606759,nyu,259542,fic,1979,,The fountains of Paradise,fic
osu.32435003789716,"Doyle, Arthur Conan,",r,1898,,/Volumes/TARDIS/work/hathifiles/secondcounts/osu.32435003789716.basic.json.bz2,Fiction,"Bloomington, Ind.|Gaslight Publications|1983.",1983,,10366211,inu,6862696,fic,1983,,The tragedy of the Korosko,fic
uc1.$b64068,"Sanborn, Pitts,",s,    ,v. 1,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b64068.basic.json.bz2,Fiction,"London|New York|Longmans, Green|1929.",1929,,1944483,enk,6580291,fic,1929,Musical fiction,Prima donna,fic
uc1.b4097013,"De la Roche, Mazo,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4097013.basic.json.bz2,Fiction,"Boston|Little,Brown|1953.",1953,PZ3.D37613Wf,2663274,mau,6152654,fic,1953,,The Whiteoak brothers,fic
wu.89040727729,"Fridega�_rd, Jan,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/wu.89040727729.basic.json.bz2,Bibliographies|Fiction,Lincoln|University of Nebraska Press|c1990.,1990,PT9875.F788G713 1990,19589248,nbu,7454282,fic,1990,Northmen|Fiction,People of the dawn =,fic
mdp.39015000599186,"Rawlings, Marjorie Kinnan,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015000599186.basic.json.bz2,NotFiction,New York|Scribner|1933.,1933,PS3535.A845S6,1234180,nyu,1377103,non,1933,,South moon under,fic
uc1.b4095560,"Grey, Zane,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4095560.basic.json.bz2,Fiction,New York|Grosset & Dunlap|c1939.,1939,PS3513.R45,2011189,nyu,3851269,non,1939,Fiction|Western Union Telegraph Company|Western stories,Western union,fic
mdp.39015003676387,"Fleming, Berry,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015003676387.basic.json.bz2,Fiction,"New York|Duell, Sloan & Pearce|1943",1943,PZ3.F6272Cm,761931,nyu,389730,non,1943,,Colonel Effingham's raid,fic
mdp.39015004111178,"La Farge, Oliver,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015004111178.basic.json.bz2,Fiction,Boston|Houghton Mifflin company|c1929,1929,,285036,mau,592042,non,1929,Fiction|Navajo Indians,Laughing Boy,fic
mdp.39015008257449,"Steinbeck, John,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015008257449.basic.json.bz2,NotFiction,New York|P.F. Collier|c1938,1938,,2622112,nyu,3906328,non,1938,,The long valley,fic
mdp.39015011689984,"Garve, Andrew,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015011689984.basic.json.bz2,Fiction,New York|Harper & Bros.|1961.,1961,,1437004,nyu,1188741,fic,1961,,The house of soldiers,fic
mdp.39015013938116,"DeLillo, Don.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015013938116.basic.json.bz2,Fiction,New York|Knopf|1976.,1976,,2005453,nyu,702077,fic,1976,,Ratner's star,fic
mdp.39015014439056,"Sinclair, Upton,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015014439056.basic.json.bz2,Fiction,New York|The Viking Press|1942.,1942,PZ3.S616Dr 1977PS3537.I85,171794,nyu,1185757,fic,1942,1933-1945|History | Fiction,Dragon's teeth,fic
mdp.39015031292876,"Mason, F. van Wyck (Francis van Wyck),",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015031292876.basic.json.bz2,Fiction,"Garden City, New York|Doubleday & company, inc.|1946.",1946,PZ3.M3855Sai,657026,nyu,631571,non,1946,,Saigon singer,fic
uc1.$b104271,"Frye, Pearl,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b104271.basic.json.bz2,Fiction|Bibliographies,"Boston|Little, Brown|1950.",1950,PZ3.F9485Gam,1491560,mau,6602864,fic,1950,"1758-1805|Nelson, Horatio Nelson|Fiction|viscount",A game for empires,fic
uc1.$b104441,"Eaton, Evelyn Sybil Mary,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b104441.basic.json.bz2,Fiction,New York and London|Harper|c1943.,1943,,5993643,nyu,6602973,non,1943,"1713-1763|History | Fiction|Colonial period, ca. 1600-1775",The sea is so wide,fic
uc1.$b119966,"Jones, Margaret,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b119966.basic.json.bz2,Fiction,New York|Stein and Day|1968,1968,PR6060.O55T7 1968,449767,nyu,6611639,fic,1968,,Transplant,fic
uc1.$b25366,"(Edward Charles Stuart), Baker, E. C. Stuart",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b25366.basic.json.bz2,Fiction,London|Witherby|1928.,1928,,8271155,enk,6558865,fic,1928,Folklore|Hunting|India|Animals,Mishi the man-eater and other tales of big game,fic
uc1.32106008176940,"Welty, Eudora,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.32106008176940.basic.json.bz2,Fiction,New York|Harcourt Brace Jovanovich|1980.,1980,,7202966,nyu,742520,fic,1980,Fiction|Social life and customs,The collected stories of Eudora Welty,fic
mdp.39015020827328,"Vidal, Gore,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015020827328.basic.json.bz2,Christian fiction|Fiction|Humorous stories,New York|Random House|c1992.,1992,PS3543.I26L58 1992,25410356,nyu,2573847,fic,1992,,Live from Golgotha,fic
mdp.39015008600119,"Delany, Samuel R.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015008600119.basic.json.bz2,Fiction,Toronto|New York|Bantam Books|1984.,1984,PS3554.E437S7 1984,11685942,onc,337429,fic,1984,,Stars in my pocket like grains of sand,fic
mdp.39015032232079,"Swados, Elizabeth.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015032232079.basic.json.bz2,Fiction|Bildungsromane|Psychological fiction,New York|Viking|1994.,1994,PS3569.W17M98 1994,30033348,nyu,2914050,fic,1994,1945-1970|Girls|New York|New York (State)|South America|Social life and customs | Fiction|Americans|Fiction|Theatrical producers and directors|Travel,The myth man,fic
wu.89066447863,"Parker, James E.,",s,    ,,,NotFiction|Autobiography,"Camden, S.C.|J. Culler & Sons|c1996.",1996,,37682741,scu,007531193,,1996,"Personal narratives, American|Central Intelligence Agency|1942-|Biography|Vietnam War, 1961-1975|Parker, James E|United States|Laos|Secret service|Officials and employees|Campaigns","Last man out : | a personal account of the Vietnam War / | $c: James E. Parker, Jr.",rin
mdp.39015060101840,"Greene, Bob.",s,    ,,,Biography|NotFiction,New York|Crown Publishers|c2004.,2004,E176.1.G826 2004,54454606,nyu,004768816,,2004,Biography|Ex-presidents|Interviews|Anecdotes|United States,Fraternity : | a journey in search of five presidents / | $c: Bob Greene.,rin
umn.31951002395398e,"Pellham, Edward,",r,1631,,,NotFiction,Amsterdam|Theatrum Orbis Terrarum|New York|Da Capo Press|1968.,1968,,21817,ne ,009507034,,1968,Description and travel,Gods power and providence.,rin
uc1.b4493843,"Holdridge, Desmond.",s,    ,,,UnknownGenre,"New York|Harcourt, Brace and company|c1937",1937,,1682612,nyu,001972948,,1937,Description and travel,Escape to the tropies; | $c: drawings by Edward Shenton.,rin
mdp.39015009699235,"Phillips, John,",s,    ,,,Autobiography|NotFiction,"Garden City, N.Y.|Doubleday & Co.|1986.",1986,ML420.P49A3 1986,13007812,nyu,000626166,,1986,"Biography|1935-2001|Mamas and the Papas (Musical group)|Phillips, John|Rock musicians|United States","Papa John : | an autobiography / | $c: by John Phillips, with Jim Jerome.",rin
mdp.39015079261619,"Wilson, Brandon.",s,    ,,,NotFiction|ContainsBiogMaterial,"Paia, HI|Pilgrims Tales, Inc.|2008.",2008,G226.W56A3 2008,229445679,hiu,005952836,,2008,"Description and travel|Travel|Adventure and adventurers|Pilgrims and pilgrimages|Wilson, Brandon|Biography|Templars|United States",Along the Templar trail : | seven million steps for peace / | $c: Brandon Wilson.,rin
pst.000048584920,"Theroux, Paul.",r,1975,,,NotFiction,New York|Penguin Books|1995.,1995,DS10.T43 1995,33401932,nyu,007042200,,1995,"Description and travel|Asia|Theroux, Paul|Railroads",The great railway bazaar : | by train through Asia / | $c: Paul Theroux.,rin
uc1.$b289420,"Chandos, Dane.",s,    ,,,NotFiction,"Garden City, N.Y.|Doubleday|1952.",1952,DP42.C48,1333416,nyu,006527017,,1952,Description and travel,Journey in the sun.,rin
mdp.39015014563699,"Makhoere, Caesarina Kona.",s,    ,,,Autobiography|NotFiction,London|Women's Press|1988.,1988,,21154881,enk,000949155,,1988,"Makhoere, Caesarina Kona|Political prisoners|Biography|South Africa|Women|Political activity|South AFrica|Apartheid",No child's play : | in prison under apartheid / | $c: Caesarina Kona Makhoere.,rin
wu.89062154497,"Brant, Toby L.",s,    ,,,NotFiction|Autobiography,New York|Vantage Press|c1988.,1988,,18328764,nyu,007531115,,1988,"Brant, Toby L|Personal narratives, American|Vietnam War, 1961-1975","Journal of a combat tanker, Vietnam, 1969 / | $c: Toby L. Brant.",rin
mdp.39015025342604,"Fraser, Donald,",r,1925,,,Biography|NotFiction,"Westport, Conn.|Negro Universities Press|1970",1970,BV3625.N82F7 1970,137544,ctu,001414255,,1970,"Missions|Mtusu, Daniel|d. 1917|Ngoni (African people)",The autobiography of an African; | retold in biographical form & in the wild African setting of the life of Daniel Mtusu.,rin
inu.30000106150885,"Hodgkinson, Colin.",r,1957,,,NotFiction|Autobiography,London|Corgi|1978.,1978,TL540.H6,16437697,enk,009685716,,1978,"Air pilots|Great Britain|Biography|Hodgkinson, Colin Autobiographies|Royal Air Force|Hodgkinson, Colin",Best foot forward : | the autobiography of Colin Hodgkinson / | $c: with a foreword by Sir Archibald McIndoe.,rin
mdp.39015022492220,"Hamilton, Genesta, Lady,",s,    ,,,Autobiography|NotFiction,London|Hutchinson|1986.,1986,,15434771,enk,000828102,,1986,"Biography|Travelers|Hamilton, Genesta|Great Britain|1899-|Lady",A stone's throw ; | travels from Africa in six decades / | $c: Genesta Hamilton.,rin
uc1.32106014072554,"Pendergrass, Teddy.",s,    ,,,NotFiction|Autobiography,New York|G.P. Putnam's Sons|c1998.,1998,ML420.P44A3 1998,39335167,nyu,004007213,,1998,"Biography|Soul musicians|Singers|Pendergrass, Teddy|United States",Truly blessed / | $c: Teddy Pendergrass and Patricia Romanowski.,rin
uc1.$b283093,"King, David W. (David Wooster)",r,1929,,,NotFiction|Autobiography,London|Arrowsmith|1929.,1929,,17459894,enk,006523455,,1929,"King, David W|ArmeÌe|(David Wooster)|LeÌgion eÌtrangeÌre|France",L.M. 8046 : | the war-diary of a légionnaire / | $c: by David W. King.,rin
mdp.39015054069995,"Negri, Pola,",s,    ,,,Autobiography|NotFiction,"Garden City, N.Y.|Doubleday|1970.",1970,PN2287.N35A3,64749,nyu,001437685,,1970,,Memoirs of a star.,rin
uc1.31822010947067,Ongka,s,    ,,,NotFiction|Bibliographies|Autobiography,London|Duckworth|1979,1979,,5058461,enk,007240925,,1979,Social life and customs|Biography|Kawelka (Papua New Guinean people)|Ongka,Ongka : | a self-account by a New Guinea big man / | $c: translated by Andrew Strathern,rin
mdp.39015066543441,"Tuckerman, Arthur.",s,    ,,,Autobiography|NotFiction,New York|Macmillan|1954.,1954,,1199573,nyu,001598756,,1954,,The old school tie.,rin
mdp.39015037472670,"De Caro, F. A.",s,    ,,,Autobiography|NotFiction,New York|Viking|1996.,1996,HQ75.8.D43A3 1996,33971039,nyu,003067395,,1996,"Suburban life|De Caro, F. A|New Jersey|Social life and customs|Gay youth|Childhood and youth|Biography",A boy named Phyllis : | a suburban memoir / | $c: by Frank DeCaro.,rin
mdp.39015075638067,"Dmitriev, Dmitry A.,",e,08  ,,,NotFiction|Bibliographies,"Champaign, Ill.|Illinois Natural History Survey|2007.",2007,,190811665,ilu,005872683,,2007,Leafhoppers|Hemiptera|Phylogeny|Classification|Homoptera|Cladistic analysis,"Review of the New World Erythroneurini (Hemiptera; Cicadellidae: Typhlocybinae) : | I. Genera Erythroneura, Erasmoneura, Rossmoneura, and Hymetta / | $c: Christopher H. Dietrich, Dmitry A. Dmitriev.",rin
mdp.39015017017222,"Foxall, Roger.",s,    ,,,Bibliographies|Autobiography|NotFiction,London|Grafton|1989.,1989,,19774080,enk,001948263,,1989,"Foxall, Roger|Baltic Sea Region|Voyages|Description and travel",Sailing to Leningrad : | a voyage through the Baltic / | $c: Roger Foxall.,rin
mdp.39015021990067,"Herrmann, Hajo,",s,    ,,,Bibliographies|Autobiography|NotFiction,"Osceola, WI|Motorbooks International|1991.",1991,D787.H4713 1991,24174587,mnu,002482552,,1991,"Aerial operations, German|Luftwaffe|World War, 1939-1945|Fighter pilots|Herrmann, Hajo|Germany|1913-|Biography|Personal narratives, German",Eagle's wings / | $c: Hajo Herrmann ; translated from German by Peter Hinchliffe.,rin
mdp.39015037488932,"Andrews, Lori B.,",s,    ,,,Biography|NotFiction,New York|Pantheon Books|c1996.,1996,E185.97.S7A53 1996,33818517,nyu,003080995,,1996,"Racism|Racially mixed people|Black Panther Party|Race relations|Biography|United States|Spain, Johnny","Black power, white blood : | the life and times of Johnny Spain / | $c: Lori Andrews.",rin
mdp.39015063711181,"Paris, Beltran,",s,    ,,,Autobiography|NotFiction,Reno|University of Nevada Press|1979.,1979,SF375.32.P37A33,5353567,nvu,000024186,,1979,"Biography|Shepherds|Paris, Beltran|1888-|West (U.S.)|Nevada|Sheep ranchers|Basque Americans","Beltran, Basque sheepman of the American West / | $c: by Beltran Paris, as told to William A. Douglass.",rin
uiuo.ark:/13960/t0qr4qv85,"Pohl, Richard Walter,",s,    ,"Fieldiana. Botany series v. 38, no. 2",,Bibliographies|NotFiction,"Chicago, Ill.|Field Museum of Natural History|1976.",1976,"QK1.F4 vol. 38, no. 2",2542094,ilu,100700079,,1976,Costa Rica|Digitaria costaricensis|Pennisetum tempisquense|Grasses|Bluegrasses|Classification,"New species of Digitaria, Pennisetum, and Poa (Gramineae) from Costa Rica / | $c: Richard W. Pohl.",rin
uc1.31822034471193,"Boggs, Robert F",s,    ,,,NotFiction,"Dayton, Ohio|Lorenz Press|c1977",1977,SH691.S4B63,2917538,ohu,008340620,,1977,"New York (State)|Shark fishing|Montauk Point|Mundus, Frank|Biography|Charter boat captains","Captain Frank Mundus, shark man : | master hunter of the deep / | $c: by Robert F. Boggs",rin
