docid,author,datetype,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title,volgenre
mdp.39015059479868,"Underhill, Frank H. (Frank Hawkins),",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015059479868.basic.json.bz2,NotFiction|Biography,Toronto|Ontario Woodsworth memorial foundation|1944,1944,F1034.W6U5,4768784,onc,000238040,bio,1944,"Woodsworth, James Shaver|1874-1942","James Shaver Woodsworth, untypical Canadian;",bio
mdp.39015062114221,"Parmet, Herbert S.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015062114221.basic.json.bz2,Bibliographies|NotFiction|Biography,New York|Dial Press|c1983.,1983,E842.P34 1983,8689554,nyu,000152522,bio,1983,"1917-1963|Presidents|Kennedy, John F|(John Fitzgerald)|Politics and government|United States|1961-1963|Biography","JFK, the presidency of John F. Kennedy",bio
mdp.39015063799525,"Manwaring, George Ernest,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015063799525.basic.json.bz2,NotFiction|Biography,"London|G.Routledge & sons, ltd.|1931.",1931,DA87.1.B75M3,2650345,enk,000233803,bio,1931,"Burney, James|1750-1821",My friend the admiral;,bio
mdp.39015065840913,"Wedgwood, C. V. (Cicely Veronica),",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015065840913.basic.json.bz2,NotFiction|Biography,"Hamden, Conn.|Archon Books|1966.",1966,DA803.7.A3W4 1966,268820,ctu,000112028,bio,1966,"1612-1650|Marquis of|Montrose, James Graham",Montrose,bio
uc1.$b18334,"Lutz, Alma.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b18334.basic.json.bz2,Bibliographies|NotFiction|Biography,Boston|Houghton Mifflin Company|1929.,1929,LA2317.W5L8,841067,mau,000115721,bio,1929,"Emma Willard School (Troy, N.Y.)|1787-1870|Willard, Emma","Emma Willard,daughter of democracy",bio
uc1.$b440710,"Stringer, Arthur,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b440710.basic.json.bz2,NotFiction|Biography,Indianapolis|The Bobbs-Merrill Company|1948.,1948,PR6003.R4Z75,638018,inu,000030276,bio,1948,"Brooke, Rupert|1887-1915",Red wine of youth,bio
uc1.32106016749100,"Shelton, Suzanne.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.32106016749100.basic.json.bz2,Bibliographies|NotFiction|Biography,"Garden City, N.Y.|Doubleday|1981.",1981,,6863071,nyu,000098852,bio,1981,"Modern dance|St. Denis, Ruth|1880-1968|United States|Dancers|Biography",Divine dancer,bio
uc1.b3477917,"Carew, Dudley,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b3477917.basic.json.bz2,NotFiction|Biography,London|Everest Books Ltd.|1974.,1974,PR6045.A97Z622,1529960,enk,000017669,bio,1974,"Carew, Dudley|1903- |Friends and associates|Waugh, Evelyn|1903-1966",A fragment of friendship,bio
uc1.b3638720,"Bligh, E. W.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b3638720.basic.json.bz2,Bibliographies|NotFiction|Biography,"London|S. Low, Marston & Co. Ltd.|1932.",1932,DA396.D5B5,1283246,enk,000030225,bio,1932,"Digby, Venetia Stanley|Sir|1603-1665|lady|Digby, Kenelm|1600-1633",Sir Kenelm Digby and his Venetia,bio
uc1.b3727001,"Sir, Marchant, James,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b3727001.basic.json.bz2,NotFiction|Biography,London|Cassell|1954,1954,DA566.9.C5M28 1954,16740452,enk,000112683,bio,1954,"1874-1965|Churchill, Winston","Winston Spencer Churchill, servant of Crown and Commonwealth",bio
uc1.b4302630,"Spratt, Philip.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4302630.basic.json.bz2,Bibliographies|NotFiction|Biography,Madras|Huxley Press|1939.,1939,,3104470,ii ,000254620,bio,1939,Gandhi|Mahatma|1869-1948,Gandhism;,bio
uc1.b4311249,"Gore, John,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4311249.basic.json.bz2,NotFiction|Biography,London|J. Murray|1949,1949,,5270704,enk,000151032,bio,1949,King of Great Britain|V|George|1865-1936,King George V;,bio
mdp.39015001687527,"Shakespeare, William,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015001687527.basic.json.bz2,Drama|Bibliographies,London|Methuen|1963.,1963,PR2830.A2H6,268448,enk,001017966,dra,1963,,Pericles,dra
mdp.39015008165089,"Mrożek, Sławomir.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015008165089.basic.json.bz2,Drama,London|Cape|1967].,1967,PG7172.R65A23,5351947,enk,001230440,dra,1967,,Six plays,dra
mdp.39015008191952,"Jonson, Ben,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015008191952.basic.json.bz2,Drama|Bibliographies,Lincoln;University of Nebraska Press;1966.,1966,PR2612.A11 1966,352823,nbu,001373042,dra,1966,,Epicoene,dra
mdp.39015028383274,"Andreyev, Leonid,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015028383274.basic.json.bz2,Drama,London|Brentano's|c1923,1923,,1291630,enk,001223839,dra,1923,,Samson in chains;,dra
mdp.39015033358659,"Dunning, Philip,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015033358659.basic.json.bz2,Drama,New York|George H. Doran Company|c1927].,1927,PS3507.U678B7 1927,384743,nyu,001372759,dra,1927,,Broadway,dra
mdp.39015047577476,"Wilson, Lanford,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015047577476.basic.json.bz2,Drama,"Lyme, NH|Smith and Kraus|c1999.",1999,,41578259,nhu,004059263,dra,1999,,The Talley trilogy,dra
mdp.39015050758757,"Goldoni, Carlo,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015050758757.basic.json.bz2,Drama,London|Methuen|1999.,1999,,46436264,enk,004153883,dra,1999,,A servant to two masters,dra
mdp.39015053541192,"Ngũgĩ wa Thiongʼo,",r,1970,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015053541192.basic.json.bz2,Drama,Nairobi|East African Literature Bureau|1990.,1990,,49016427,ke ,003582697,dra,1990,,This time tomorrow,dra
mdp.39015054023794,"Saroyan, William,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015054023794.basic.json.bz2,Drama,"New York|Harcourt, Brace|1940",1940,PS3537.A826A19 1940,1377820,nyu,001373533,dra,1940,,Three plays,dra
mdp.39015061160621,"Miller, Arthur,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015061160621.basic.json.bz2,Drama,New York|Penguin Books|c1979.,1979,PT8862.A37M5 1979,18524668,nyu,004750562,dra,1979,"Ibsen, Henrik|1828-1906|Adaptations",Arthur Miller's adaptation of An enemy of the people,dra
mdp.39076007044212,"Różewicz, Tadeusz.",t,1969,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076007044212.basic.json.bz2,Drama,"New York|Grove Press|1970, c1969",1970,PG7158.R63A22 1970,708484,nyu,000010156,dra,1970,,The card index and other plays,dra
uc1.b4097465,"Williams, William Carlos,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4097465.basic.json.bz2,Drama,New York|New Directions|1948,1948,PS3545.I544D7 1948,5691517,nyu,001029744,dra,1948,,A dream of love,dra
uc1.b4097585,"Coward, Noel,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4097585.basic.json.bz2,Drama,London|French|c1924.,1924,PR6005.O85Y6,2956098,enk,001372704,dra,1924,,The young idea,dra
uc1.b4100534,"Odets, Clifford,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4100534.basic.json.bz2,Drama,New York|Random House|c1940.,1940,PS3529.D46N5 1940,1490556,nyu,001029035,dra,1940,,Night music,dra
